Year,City,ONS Code,Train operator,AM peak arrivals (07:00-09:59): Number of services,AM peak arrivals (07:00-09:59): PIXC ,AM peak arrivals (07:00-09:59): Passengers standing ,PM peak arrivals (16:00-18:59): Number of services,PM peak arrivals (16:00-18:59): PIXC ,PM peak arrivals (16:00-18:59): Passengers standing ,Notes,Notes1
2022,London,E12000007,Greater Anglia,58,0,0.00432800182149717,60,0,0.000551202377735747,,
2022,London,E12000007,LNER,14,0,0,16,0,0,,
2022,London,E12000007,London Overground,43,0,0.418748978368659,40,0,0.291395036413774,,
2022,London,E12000007,South Western,127,0.0250553922046794,0.198338930616909,122,0.00237512850508703,0.0988691552341451,,
2022,London,E12000007,Southeastern,170,0.00652945509743956,0.0956760497354734,163,0.00250355233777657,0.0471209148115569,,
2022,London,E12000007,West Midlands,22,0.0629501726689689,0.169018253576714,23,0.0395173453996983,0.121367521367521,,
2022,London,E12000007,Total,935,0.0122673382126303,0.210038676309909,914,0.00456158783799634,0.140149820654221,,
2022,Manchester,E08000003,Avanti,6,0,0,8,0,0,,
2022,Manchester,E08000003,CrossCountry,4,0,0,4,0,0.0193798449612403,,
2022,Manchester,E08000003,East Midlands,3,0,0.0562248995983936,7,0,0.124836022469596,,
2022,Manchester,E08000003,Northern,102,0,0.00618229732976694,97,0,0.000995622311233465,,
2022,Manchester,E08000003,TPE,26,0,0.0190435203553343,28,0,0.0162458956804906,,
2022,Manchester,E08000003,TfW,9,0.118210862619808,0.118210862619808,9,0.0156971375807941,0.0156971375807941,,
2022,Manchester,E08000003,Total,150,0.00370626657426849,0.0125545407730982,153,0.00071573306876206,0.0118777529777628,,
2022,Newcastle,E08000021,CrossCountry,6,0,0,8,0,0,,
2022,Newcastle,E08000021,LNER,11,0,0,11,0,0,,
2022,Newcastle,E08000021,Northern,16,0,0,14,0,0,,
2022,Newcastle,E08000021,TPE,4,0,0,4,0,0,,
2022,Newcastle,E08000021,Total,37,0,0,37,0,0,,
2022,Nottingham,E06000018,CrossCountry,7,0,0,6,0.0140845070422535,0.0860719874804382,,
2022,Nottingham,E06000018,East Midlands,26,0,0.0392714376560267,25,0.147025960409735,0.185713516001014,,
2022,Nottingham,E06000018,Northern,4,0,0,3,0,0,,
2022,Nottingham,E06000018,Total,37,0,0.0271233802444995,34,0.1167932595158,0.158336269883658,,
2022,Reading,E06000038,CrossCountry,5,0,0,5,0,0,,
2022,Reading,E06000038,Elizabeth Line,12,0,0,12,0,0.0176938071674914,,
2022,Reading,E06000038,Great Western,85,0.000451798207020823,0.00290526849099795,79,0,0.000402388075333869,,
2022,Reading,E06000038,South Western,6,0,0,6,0,0,,
2022,Reading,E06000038,Total,108,0.00036644105016303,0.00235638304956306,102,0,0.00307321713909957,,
2022,Sheffield,E08000019,CrossCountry,8,0,0,6,0,0,,
2022,Sheffield,E08000019,East Midlands,10,0,0.0182347235693502,10,0,0.0534724292101341,,
2022,Sheffield,E08000019,Northern,29,0,0.00373089191711941,30,0,0.024087394851726,,
2022,Sheffield,E08000019,TPE,6,0,0,6,0,0,,
2022,Sheffield,E08000019,Total,53,0,0.00493898150178029,52,0,0.0217575158327149,,
