Year,City,ONS Code,Train operator,Obs_Type,Value,obsStatus
2017,London ,E12000007,Great Northern & Thameslink,PM peak arrivals (16:00-18:59): Number of services,139.0,
2017,London ,E12000007,Great Western Railway ,PM peak arrivals (16:00-18:59): Number of services,62.0,
2017,London ,E12000007,Greater Anglia ,PM peak arrivals (16:00-18:59): Number of services,83.0,
2017,London ,E12000007,London North Eastern Railway,PM peak arrivals (16:00-18:59): Number of services,16.0,
2017,London ,E12000007,London Overground,PM peak arrivals (16:00-18:59): Number of services,38.0,
2017,London ,E12000007,South Western Railway,PM peak arrivals (16:00-18:59): Number of services,150.0,
2017,London ,E12000007,Southeastern,PM peak arrivals (16:00-18:59): Number of services,186.0,
2017,London ,E12000007,Southern,PM peak arrivals (16:00-18:59): Number of services,133.0,
2017,London ,E12000007,TfL Rail ,PM peak arrivals (16:00-18:59): Number of services,37.0,
2017,London ,E12000007,Virgin Trains West Coast,PM peak arrivals (16:00-18:59): Number of services,32.0,
2017,London ,E12000007,West Midlands Trains,PM peak arrivals (16:00-18:59): Number of services,29.0,
2017,London ,E12000007,Total,PM peak arrivals (16:00-18:59): Number of services,1017.0,
2017,Manchester,E08000003,Arriva Trains Wales,PM peak arrivals (16:00-18:59): Number of services,7.0,
2017,Manchester,E08000003,CrossCountry,PM peak arrivals (16:00-18:59): Number of services,6.0,
2017,Manchester,E08000003,East Midlands Trains,PM peak arrivals (16:00-18:59): Number of services,6.0,
2017,Manchester,E08000003,Northern,PM peak arrivals (16:00-18:59): Number of services,119.0,
2017,Manchester,E08000003,TransPennine Express,PM peak arrivals (16:00-18:59): Number of services,36.0,
2017,Manchester,E08000003,Virgin Trains West Coast,PM peak arrivals (16:00-18:59): Number of services,9.0,
2017,Manchester,E08000003,Total,PM peak arrivals (16:00-18:59): Number of services,183.0,
2017,Newcastle,E08000021,CrossCountry,PM peak arrivals (16:00-18:59): Number of services,9.0,
2017,Newcastle,E08000021,London North Eastern Railway,PM peak arrivals (16:00-18:59): Number of services,10.0,
2017,Newcastle,E08000021,Northern,PM peak arrivals (16:00-18:59): Number of services,17.0,
2017,Newcastle,E08000021,TransPennine Express,PM peak arrivals (16:00-18:59): Number of services,3.0,
2017,Newcastle,E08000021,Total,PM peak arrivals (16:00-18:59): Number of services,39.0,
2017,Nottingham,E06000018,CrossCountry,PM peak arrivals (16:00-18:59): Number of services,6.0,
2017,Nottingham,E06000018,East Midlands Trains,PM peak arrivals (16:00-18:59): Number of services,33.0,
2017,Nottingham,E06000018,Northern,PM peak arrivals (16:00-18:59): Number of services,3.0,
2017,Nottingham,E06000018,Total,PM peak arrivals (16:00-18:59): Number of services,42.0,
2017,Reading,E06000038,Cross Country,PM peak arrivals (16:00-18:59): Number of services,11.0,
2017,Reading,E06000038,Great Western Railway,PM peak arrivals (16:00-18:59): Number of services,89.0,
2017,Reading,E06000038,South Western Railway,PM peak arrivals (16:00-18:59): Number of services,9.0,
2017,Reading,E06000038,Total,PM peak arrivals (16:00-18:59): Number of services,109.0,
2017,Sheffield,E08000019,CrossCountry,PM peak arrivals (16:00-18:59): Number of services,12.0,
2017,Sheffield,E08000019,East Midlands Trains,PM peak arrivals (16:00-18:59): Number of services,12.0,
2017,Sheffield,E08000019,Northern,PM peak arrivals (16:00-18:59): Number of services,33.0,
2017,Sheffield,E08000019,TransPennine Express,PM peak arrivals (16:00-18:59): Number of services,6.0,
2017,Sheffield,E08000019,Total,PM peak arrivals (16:00-18:59): Number of services,63.0,
2018,Birmingham,E08000025,Chiltern Railways ,PM peak arrivals (16:00-18:59): Number of services,,[x]
2018,Birmingham,E08000025,CrossCountry,PM peak arrivals (16:00-18:59): Number of services,8.0,
2018,Birmingham,E08000025,Transport for Wales,PM peak arrivals (16:00-18:59): Number of services,42.0,
2018,Birmingham,E08000025,Virgin Trains West Coast,PM peak arrivals (16:00-18:59): Number of services,6.0,
2018,Birmingham,E08000025,West Midlands Trains,PM peak arrivals (16:00-18:59): Number of services,12.0,
2018,Birmingham,E08000025,Total,PM peak arrivals (16:00-18:59): Number of services,118.0,
2018,Brighton,E06000043,Govia Thameslink Railway (Southern),PM peak arrivals (16:00-18:59): Number of services,186.0,
2018,Brighton,E06000043,Govia Thameslink Railway (Thameslink),PM peak arrivals (16:00-18:59): Number of services,48.0,
2018,Brighton,E06000043,Great Western Railway ,PM peak arrivals (16:00-18:59): Number of services,8.0,
2018,Brighton,E06000043,Total,PM peak arrivals (16:00-18:59): Number of services,1.0,
2018,Bristol,E06000023,CrossCountry,PM peak arrivals (16:00-18:59): Number of services,57.0,
2018,Bristol,E06000023,Great Western Railway ,PM peak arrivals (16:00-18:59): Number of services,10.0,
2018,Bristol,E06000023,South Western Railway,PM peak arrivals (16:00-18:59): Number of services,41.0,
2018,Bristol,E06000023,Total,PM peak arrivals (16:00-18:59): Number of services,0.0,
2018,Cambridge,E07000008,Cross Country,PM peak arrivals (16:00-18:59): Number of services,51.0,
2018,Cambridge,E07000008,Govia Thameslink Railway (Great Northern),PM peak arrivals (16:00-18:59): Number of services,6.0,
2018,Cambridge,E07000008,Govia Thameslink Railway (Thameslink),PM peak arrivals (16:00-18:59): Number of services,21.0,
2018,Cambridge,E07000008,Greater Anglia,PM peak arrivals (16:00-18:59): Number of services,3.0,
2018,Cambridge,E07000008,Total,PM peak arrivals (16:00-18:59): Number of services,18.0,
2018,Cardiff,W06000015,CrossCountry,PM peak arrivals (16:00-18:59): Number of services,48.0,
2018,Cardiff,W06000015,Great Western Railway ,PM peak arrivals (16:00-18:59): Number of services,3.0,
2018,Cardiff,W06000015,Transport for Wales,PM peak arrivals (16:00-18:59): Number of services,15.0,
2018,Cardiff,W06000015,Total,PM peak arrivals (16:00-18:59): Number of services,98.0,
2018,Leeds,E08000035,CrossCountry,PM peak arrivals (16:00-18:59): Number of services,116.0,
2018,Leeds,E08000035,London North Eastern Railway,PM peak arrivals (16:00-18:59): Number of services,8.0,
2018,Leeds,E08000035,Northern,PM peak arrivals (16:00-18:59): Number of services,6.0,
2018,Leeds,E08000035,TransPennine Express,PM peak arrivals (16:00-18:59): Number of services,80.0,
2018,Leeds,E08000035,Total,PM peak arrivals (16:00-18:59): Number of services,33.0,
2018,Leicester,E06000016,CrossCountry,PM peak arrivals (16:00-18:59): Number of services,127.0,
2018,Leicester,E06000016,East Midlands Trains,PM peak arrivals (16:00-18:59): Number of services,10.0,
2018,Leicester,E06000016,Total,PM peak arrivals (16:00-18:59): Number of services,28.0,
2018,Liverpool,E08000012,East Midlands Trains,PM peak arrivals (16:00-18:59): Number of services,38.0,
2018,Liverpool,E08000012,Merseyrail,PM peak arrivals (16:00-18:59): Number of services,3.0,
2018,Liverpool,E08000012,Northern,PM peak arrivals (16:00-18:59): Number of services,94.0,
2018,Liverpool,E08000012,TransPennine Express,PM peak arrivals (16:00-18:59): Number of services,25.0,
2018,Liverpool,E08000012,Virgin Trains West Coast,PM peak arrivals (16:00-18:59): Number of services,6.0,
2018,Liverpool,E08000012,West Midlands Trains,PM peak arrivals (16:00-18:59): Number of services,3.0,
2018,Liverpool,E08000012,Total,PM peak arrivals (16:00-18:59): Number of services,6.0,
2018,London ,E12000007,c2c,PM peak arrivals (16:00-18:59): Number of services,137.0,
2018,London ,E12000007,Chiltern Railways ,PM peak arrivals (16:00-18:59): Number of services,53.0,
2018,London ,E12000007,East Midlands Trains,PM peak arrivals (16:00-18:59): Number of services,44.0,
2018,London ,E12000007,Govia Thameslink Railway (Great Northern),PM peak arrivals (16:00-18:59): Number of services,15.0,
2018,London ,E12000007,Govia Thameslink Railway (Southern),PM peak arrivals (16:00-18:59): Number of services,60.0,
2018,London ,E12000007,Govia Thameslink Railway (Thameslink),PM peak arrivals (16:00-18:59): Number of services,133.0,
2018,London ,E12000007,Great Western Railway ,PM peak arrivals (16:00-18:59): Number of services,100.0,
2018,London ,E12000007,Greater Anglia ,PM peak arrivals (16:00-18:59): Number of services,53.0,
2018,London ,E12000007,London North Eastern Railway,PM peak arrivals (16:00-18:59): Number of services,83.0,
2018,London ,E12000007,London Overground ,PM peak arrivals (16:00-18:59): Number of services,16.0,
2018,London ,E12000007,South Western Railway,PM peak arrivals (16:00-18:59): Number of services,38.0,
2018,London ,E12000007,Southeastern,PM peak arrivals (16:00-18:59): Number of services,150.0,
2018,London ,E12000007,TfL Rail ,PM peak arrivals (16:00-18:59): Number of services,192.0,
2018,London ,E12000007,Virgin Trains West Coast,PM peak arrivals (16:00-18:59): Number of services,50.0,
2018,London ,E12000007,West Midlands Trains,PM peak arrivals (16:00-18:59): Number of services,32.0,
2018,London ,E12000007,Total,PM peak arrivals (16:00-18:59): Number of services,29.0,
2018,Manchester,E08000003,CrossCountry,PM peak arrivals (16:00-18:59): Number of services,1048.0,
2018,Manchester,E08000003,East Midlands Trains,PM peak arrivals (16:00-18:59): Number of services,6.0,
2018,Manchester,E08000003,Northern,PM peak arrivals (16:00-18:59): Number of services,6.0,
2018,Manchester,E08000003,TransPennine Express,PM peak arrivals (16:00-18:59): Number of services,129.0,
2018,Manchester,E08000003,Transport for Wales,PM peak arrivals (16:00-18:59): Number of services,42.0,
2018,Manchester,E08000003,Virgin Trains West Coast,PM peak arrivals (16:00-18:59): Number of services,6.0,
2018,Manchester,E08000003,Total,PM peak arrivals (16:00-18:59): Number of services,9.0,
2018,Newcastle,E08000021,CrossCountry,PM peak arrivals (16:00-18:59): Number of services,198.0,
2018,Newcastle,E08000021,London North Eastern Railway,PM peak arrivals (16:00-18:59): Number of services,9.0,
2018,Newcastle,E08000021,Northern,PM peak arrivals (16:00-18:59): Number of services,10.0,
2018,Newcastle,E08000021,TransPennine Express,PM peak arrivals (16:00-18:59): Number of services,18.0,
2018,Newcastle,E08000021,Total,PM peak arrivals (16:00-18:59): Number of services,7.0,
2018,Nottingham,E06000018,CrossCountry,PM peak arrivals (16:00-18:59): Number of services,44.0,
2018,Nottingham,E06000018,East Midlands Trains,PM peak arrivals (16:00-18:59): Number of services,6.0,
2018,Nottingham,E06000018,Northern,PM peak arrivals (16:00-18:59): Number of services,33.0,
2018,Nottingham,E06000018,Total,PM peak arrivals (16:00-18:59): Number of services,3.0,
2018,Reading,E06000038,Cross Country,PM peak arrivals (16:00-18:59): Number of services,42.0,
2018,Reading,E06000038,Great Western Railway ,PM peak arrivals (16:00-18:59): Number of services,11.0,
2018,Reading,E06000038,South Western Railway,PM peak arrivals (16:00-18:59): Number of services,95.0,
2018,Reading,E06000038,Total,PM peak arrivals (16:00-18:59): Number of services,9.0,
2018,Sheffield,E08000019,CrossCountry,PM peak arrivals (16:00-18:59): Number of services,115.0,
2018,Sheffield,E08000019,East Midlands Trains,PM peak arrivals (16:00-18:59): Number of services,12.0,
2018,Sheffield,E08000019,Northern,PM peak arrivals (16:00-18:59): Number of services,12.0,
2018,Sheffield,E08000019,TransPennine Express,PM peak arrivals (16:00-18:59): Number of services,34.0,
2018,Sheffield,E08000019,Total,PM peak arrivals (16:00-18:59): Number of services,6.0,
2019,Birmingham,E08000025,Chiltern Railways ,PM peak arrivals (16:00-18:59): Number of services,8.0,
2019,Birmingham,E08000025,CrossCountry,PM peak arrivals (16:00-18:59): Number of services,42.0,
2019,Birmingham,E08000025,Transport for Wales,PM peak arrivals (16:00-18:59): Number of services,6.0,
2019,Birmingham,E08000025,Virgin Trains West Coast,PM peak arrivals (16:00-18:59): Number of services,12.0,
2019,Birmingham,E08000025,West Midlands Trains,PM peak arrivals (16:00-18:59): Number of services,128.0,
2019,Birmingham,E08000025,Total,PM peak arrivals (16:00-18:59): Number of services,196.0,
2019,Brighton,E06000043,Govia Thameslink Railway (Southern),PM peak arrivals (16:00-18:59): Number of services,48.0,
2019,Brighton,E06000043,Govia Thameslink Railway (Thameslink),PM peak arrivals (16:00-18:59): Number of services,12.0,
2019,Brighton,E06000043,Great Western Railway,PM peak arrivals (16:00-18:59): Number of services,1.0,
2019,Brighton,E06000043,Total,PM peak arrivals (16:00-18:59): Number of services,61.0,
2019,Bristol,E06000023,CrossCountry,PM peak arrivals (16:00-18:59): Number of services,12.0,
2019,Bristol,E06000023,Great Western Railway,PM peak arrivals (16:00-18:59): Number of services,41.0,
2019,Bristol,E06000023,South Western Railway,PM peak arrivals (16:00-18:59): Number of services,,[x]
2019,Bristol,E06000023,Total,PM peak arrivals (16:00-18:59): Number of services,53.0,
2019,Cambridge,E07000008,Cross Country,PM peak arrivals (16:00-18:59): Number of services,6.0,
2019,Cambridge,E07000008,Govia Thameslink Railway (Great Northern),PM peak arrivals (16:00-18:59): Number of services,24.0,
2019,Cambridge,E07000008,Govia Thameslink Railway (Thameslink),PM peak arrivals (16:00-18:59): Number of services,6.0,
2019,Cambridge,E07000008,Greater Anglia,PM peak arrivals (16:00-18:59): Number of services,18.0,
2019,Cambridge,E07000008,Total,PM peak arrivals (16:00-18:59): Number of services,54.0,
2019,Cardiff,W06000015,CrossCountry,PM peak arrivals (16:00-18:59): Number of services,3.0,
2019,Cardiff,W06000015,Great Western Railway,PM peak arrivals (16:00-18:59): Number of services,15.0,
2019,Cardiff,W06000015,Transport for Wales,PM peak arrivals (16:00-18:59): Number of services,97.0,
2019,Cardiff,W06000015,Total,PM peak arrivals (16:00-18:59): Number of services,115.0,
2019,Leeds,E08000035,CrossCountry,PM peak arrivals (16:00-18:59): Number of services,8.0,
2019,Leeds,E08000035,London North Eastern Railway,PM peak arrivals (16:00-18:59): Number of services,6.0,
2019,Leeds,E08000035,Northern,PM peak arrivals (16:00-18:59): Number of services,84.0,
2019,Leeds,E08000035,TransPennine Express,PM peak arrivals (16:00-18:59): Number of services,31.0,
2019,Leeds,E08000035,Total,PM peak arrivals (16:00-18:59): Number of services,129.0,
2019,Leicester,E06000016,CrossCountry,PM peak arrivals (16:00-18:59): Number of services,10.0,
2019,Leicester,E06000016,East Midlands Trains,PM peak arrivals (16:00-18:59): Number of services,28.0,
2019,Leicester,E06000016,Total,PM peak arrivals (16:00-18:59): Number of services,38.0,
2019,Liverpool,E08000012,East Midlands Trains,PM peak arrivals (16:00-18:59): Number of services,3.0,
2019,Liverpool,E08000012,Merseyrail,PM peak arrivals (16:00-18:59): Number of services,94.0,
2019,Liverpool,E08000012,Northern,PM peak arrivals (16:00-18:59): Number of services,25.0,
2019,Liverpool,E08000012,TransPennine Express,PM peak arrivals (16:00-18:59): Number of services,5.0,
2019,Liverpool,E08000012,Virgin Trains West Coast,PM peak arrivals (16:00-18:59): Number of services,5.0,
2019,Liverpool,E08000012,West Midlands Trains,PM peak arrivals (16:00-18:59): Number of services,6.0,
2019,Liverpool,E08000012,Total,PM peak arrivals (16:00-18:59): Number of services,138.0,
2019,London ,E12000007,c2c,PM peak arrivals (16:00-18:59): Number of services,53.0,
2019,London ,E12000007,Chiltern Railways ,PM peak arrivals (16:00-18:59): Number of services,45.0,
2019,London ,E12000007,East Midlands Trains,PM peak arrivals (16:00-18:59): Number of services,15.0,
2019,London ,E12000007,Govia Thameslink Railway (Great Northern),PM peak arrivals (16:00-18:59): Number of services,60.0,
2019,London ,E12000007,Govia Thameslink Railway (Southern),PM peak arrivals (16:00-18:59): Number of services,133.0,
2019,London ,E12000007,Govia Thameslink Railway (Thameslink),PM peak arrivals (16:00-18:59): Number of services,118.0,
2019,London ,E12000007,Great Western Railway,PM peak arrivals (16:00-18:59): Number of services,53.0,
2019,London ,E12000007,Greater Anglia ,PM peak arrivals (16:00-18:59): Number of services,83.0,
2019,London ,E12000007,London North Eastern Railway,PM peak arrivals (16:00-18:59): Number of services,16.0,
2019,London ,E12000007,London Overground ,PM peak arrivals (16:00-18:59): Number of services,41.0,
2019,London ,E12000007,South Western Railway,PM peak arrivals (16:00-18:59): Number of services,154.0,
2019,London ,E12000007,Southeastern,PM peak arrivals (16:00-18:59): Number of services,189.0,
2019,London ,E12000007,TfL Rail ,PM peak arrivals (16:00-18:59): Number of services,50.0,
2019,London ,E12000007,Virgin Trains West Coast,PM peak arrivals (16:00-18:59): Number of services,34.0,
2019,London ,E12000007,West Midlands Trains,PM peak arrivals (16:00-18:59): Number of services,31.0,
2019,London ,E12000007,Total,PM peak arrivals (16:00-18:59): Number of services,1075.0,
2019,Manchester,E08000003,CrossCountry,PM peak arrivals (16:00-18:59): Number of services,6.0,
2019,Manchester,E08000003,East Midlands Trains,PM peak arrivals (16:00-18:59): Number of services,6.0,
2019,Manchester,E08000003,Northern,PM peak arrivals (16:00-18:59): Number of services,134.0,
2019,Manchester,E08000003,TransPennine Express,PM peak arrivals (16:00-18:59): Number of services,40.0,
2019,Manchester,E08000003,Transport for Wales,PM peak arrivals (16:00-18:59): Number of services,7.0,
2019,Manchester,E08000003,Virgin Trains West Coast,PM peak arrivals (16:00-18:59): Number of services,9.0,
2019,Manchester,E08000003,Total,PM peak arrivals (16:00-18:59): Number of services,202.0,
2019,Newcastle,E08000021,CrossCountry,PM peak arrivals (16:00-18:59): Number of services,9.0,
2019,Newcastle,E08000021,London North Eastern Railway,PM peak arrivals (16:00-18:59): Number of services,10.0,
2019,Newcastle,E08000021,Northern,PM peak arrivals (16:00-18:59): Number of services,17.0,
2019,Newcastle,E08000021,TransPennine Express,PM peak arrivals (16:00-18:59): Number of services,7.0,
2019,Newcastle,E08000021,Total,PM peak arrivals (16:00-18:59): Number of services,43.0,
2019,Nottingham,E06000018,CrossCountry,PM peak arrivals (16:00-18:59): Number of services,6.0,
2019,Nottingham,E06000018,East Midlands Trains,PM peak arrivals (16:00-18:59): Number of services,33.0,
2019,Nottingham,E06000018,Northern,PM peak arrivals (16:00-18:59): Number of services,3.0,
2019,Nottingham,E06000018,Total,PM peak arrivals (16:00-18:59): Number of services,42.0,
2019,Reading,E06000038,Cross Country,PM peak arrivals (16:00-18:59): Number of services,11.0,
2019,Reading,E06000038,Great Western Railway,PM peak arrivals (16:00-18:59): Number of services,94.0,
2019,Reading,E06000038,South Western Railway,PM peak arrivals (16:00-18:59): Number of services,10.0,
2019,Reading,E06000038,Total,PM peak arrivals (16:00-18:59): Number of services,115.0,
2019,Sheffield,E08000019,CrossCountry,PM peak arrivals (16:00-18:59): Number of services,12.0,
2019,Sheffield,E08000019,East Midlands Trains,PM peak arrivals (16:00-18:59): Number of services,12.0,
2019,Sheffield,E08000019,Northern,PM peak arrivals (16:00-18:59): Number of services,35.0,
2019,Sheffield,E08000019,TransPennine Express,PM peak arrivals (16:00-18:59): Number of services,6.0,
2019,Sheffield,E08000019,Total,PM peak arrivals (16:00-18:59): Number of services,65.0,
2020,Birmingham,E08000025,Avanti West Coast,PM peak arrivals (16:00-18:59): Number of services,12.0,
2020,Birmingham,E08000025,Chiltern Railways ,PM peak arrivals (16:00-18:59): Number of services,8.0,
2020,Birmingham,E08000025,CrossCountry,PM peak arrivals (16:00-18:59): Number of services,26.0,
2020,Birmingham,E08000025,Transport for Wales,PM peak arrivals (16:00-18:59): Number of services,2.0,
2020,Birmingham,E08000025,West Midlands Trains,PM peak arrivals (16:00-18:59): Number of services,95.0,
2020,Birmingham,E08000025,Total,PM peak arrivals (16:00-18:59): Number of services,143.0,
2020,Brighton,E06000043,Govia Thameslink Railway (Southern),PM peak arrivals (16:00-18:59): Number of services,30.0,
2020,Brighton,E06000043,Govia Thameslink Railway (Thameslink),PM peak arrivals (16:00-18:59): Number of services,12.0,
2020,Brighton,E06000043,Great Western Railway,PM peak arrivals (16:00-18:59): Number of services,,[x]
2020,Brighton,E06000043,Total,PM peak arrivals (16:00-18:59): Number of services,42.0,
2020,Bristol,E06000023,CrossCountry,PM peak arrivals (16:00-18:59): Number of services,7.0,
2020,Bristol,E06000023,Great Western Railway,PM peak arrivals (16:00-18:59): Number of services,41.0,
2020,Bristol,E06000023,South Western Railway,PM peak arrivals (16:00-18:59): Number of services,,[x]
2020,Bristol,E06000023,Total,PM peak arrivals (16:00-18:59): Number of services,48.0,
2020,Cambridge,E07000008,Cross Country,PM peak arrivals (16:00-18:59): Number of services,2.0,
2020,Cambridge,E07000008,Govia Thameslink Railway (Great Northern),PM peak arrivals (16:00-18:59): Number of services,19.0,
2020,Cambridge,E07000008,Govia Thameslink Railway (Thameslink),PM peak arrivals (16:00-18:59): Number of services,5.0,
2020,Cambridge,E07000008,Greater Anglia,PM peak arrivals (16:00-18:59): Number of services,20.0,
2020,Cambridge,E07000008,Total,PM peak arrivals (16:00-18:59): Number of services,46.0,
2020,Cardiff,W06000015,CrossCountry,PM peak arrivals (16:00-18:59): Number of services,2.0,
2020,Cardiff,W06000015,Great Western Railway,PM peak arrivals (16:00-18:59): Number of services,13.0,
2020,Cardiff,W06000015,Transport for Wales,PM peak arrivals (16:00-18:59): Number of services,44.0,
2020,Cardiff,W06000015,Total,PM peak arrivals (16:00-18:59): Number of services,59.0,
2020,Leeds,E08000035,CrossCountry,PM peak arrivals (16:00-18:59): Number of services,6.0,
2020,Leeds,E08000035,London North Eastern Railway,PM peak arrivals (16:00-18:59): Number of services,8.0,
2020,Leeds,E08000035,Northern,PM peak arrivals (16:00-18:59): Number of services,77.0,
2020,Leeds,E08000035,TransPennine Express,PM peak arrivals (16:00-18:59): Number of services,24.0,
2020,Leeds,E08000035,Total,PM peak arrivals (16:00-18:59): Number of services,115.0,
2020,Leicester,E06000016,CrossCountry,PM peak arrivals (16:00-18:59): Number of services,7.0,
2020,Leicester,E06000016,East Midlands Trains,PM peak arrivals (16:00-18:59): Number of services,28.0,
2020,Leicester,E06000016,Total,PM peak arrivals (16:00-18:59): Number of services,35.0,
2020,Liverpool,E08000012,Avanti West Coast,PM peak arrivals (16:00-18:59): Number of services,3.0,
2020,Liverpool,E08000012,East Midlands Trains,PM peak arrivals (16:00-18:59): Number of services,3.0,
2020,Liverpool,E08000012,Merseyrail,PM peak arrivals (16:00-18:59): Number of services,60.0,
2020,Liverpool,E08000012,Northern,PM peak arrivals (16:00-18:59): Number of services,20.0,
2020,Liverpool,E08000012,TransPennine Express,PM peak arrivals (16:00-18:59): Number of services,5.0,
2020,Liverpool,E08000012,West Midlands Trains,PM peak arrivals (16:00-18:59): Number of services,3.0,
2020,Liverpool,E08000012,Total,PM peak arrivals (16:00-18:59): Number of services,94.0,
2020,London ,E12000007,Avanti West Coast,PM peak arrivals (16:00-18:59): Number of services,26.0,
2020,London ,E12000007,c2c,PM peak arrivals (16:00-18:59): Number of services,48.0,
2020,London ,E12000007,Chiltern Railways ,PM peak arrivals (16:00-18:59): Number of services,40.0,
2020,London ,E12000007,East Midlands Trains,PM peak arrivals (16:00-18:59): Number of services,15.0,
2020,London ,E12000007,Govia Thameslink Railway (Great Northern),PM peak arrivals (16:00-18:59): Number of services,44.0,
2020,London ,E12000007,Govia Thameslink Railway (Southern),PM peak arrivals (16:00-18:59): Number of services,106.0,
2020,London ,E12000007,Govia Thameslink Railway (Thameslink),PM peak arrivals (16:00-18:59): Number of services,106.0,
2020,London ,E12000007,Great Western Railway,PM peak arrivals (16:00-18:59): Number of services,41.0,
2020,London ,E12000007,Greater Anglia ,PM peak arrivals (16:00-18:59): Number of services,80.0,
2020,London ,E12000007,London North Eastern Railway,PM peak arrivals (16:00-18:59): Number of services,18.0,
2020,London ,E12000007,London Overground ,PM peak arrivals (16:00-18:59): Number of services,41.0,
2020,London ,E12000007,South Western Railway,PM peak arrivals (16:00-18:59): Number of services,125.0,
2020,London ,E12000007,Southeastern,PM peak arrivals (16:00-18:59): Number of services,180.0,
2020,London ,E12000007,TfL Rail ,PM peak arrivals (16:00-18:59): Number of services,64.0,
2020,London ,E12000007,West Midlands Trains,PM peak arrivals (16:00-18:59): Number of services,25.0,
2020,London ,E12000007,Total,PM peak arrivals (16:00-18:59): Number of services,959.0,
2020,Manchester,E08000003,Avanti West Coast,PM peak arrivals (16:00-18:59): Number of services,9.0,
2020,Manchester,E08000003,CrossCountry,PM peak arrivals (16:00-18:59): Number of services,3.0,
2020,Manchester,E08000003,East Midlands Trains,PM peak arrivals (16:00-18:59): Number of services,6.0,
2020,Manchester,E08000003,Northern,PM peak arrivals (16:00-18:59): Number of services,101.0,
2020,Manchester,E08000003,TransPennine Express,PM peak arrivals (16:00-18:59): Number of services,28.0,
2020,Manchester,E08000003,Transport for Wales,PM peak arrivals (16:00-18:59): Number of services,6.0,
2020,Manchester,E08000003,Total,PM peak arrivals (16:00-18:59): Number of services,153.0,
2020,Newcastle,E08000021,CrossCountry,PM peak arrivals (16:00-18:59): Number of services,7.0,
2020,Newcastle,E08000021,London North Eastern Railway,PM peak arrivals (16:00-18:59): Number of services,13.0,
2020,Newcastle,E08000021,Northern,PM peak arrivals (16:00-18:59): Number of services,16.0,
2020,Newcastle,E08000021,TransPennine Express,PM peak arrivals (16:00-18:59): Number of services,3.0,
2020,Newcastle,E08000021,Total,PM peak arrivals (16:00-18:59): Number of services,39.0,
2020,Nottingham,E06000018,CrossCountry,PM peak arrivals (16:00-18:59): Number of services,3.0,
2020,Nottingham,E06000018,East Midlands Trains,PM peak arrivals (16:00-18:59): Number of services,33.0,
2020,Nottingham,E06000018,Northern,PM peak arrivals (16:00-18:59): Number of services,3.0,
2020,Nottingham,E06000018,Total,PM peak arrivals (16:00-18:59): Number of services,39.0,
2020,Reading,E06000038,Cross Country,PM peak arrivals (16:00-18:59): Number of services,5.0,
2020,Reading,E06000038,Great Western Railway,PM peak arrivals (16:00-18:59): Number of services,84.0,
2020,Reading,E06000038,South Western Railway,PM peak arrivals (16:00-18:59): Number of services,9.0,
2020,Reading,E06000038,Total,PM peak arrivals (16:00-18:59): Number of services,98.0,
2020,Sheffield,E08000019,CrossCountry,PM peak arrivals (16:00-18:59): Number of services,7.0,
2020,Sheffield,E08000019,East Midlands Trains,PM peak arrivals (16:00-18:59): Number of services,12.0,
2020,Sheffield,E08000019,Northern,PM peak arrivals (16:00-18:59): Number of services,27.0,
2020,Sheffield,E08000019,TransPennine Express,PM peak arrivals (16:00-18:59): Number of services,6.0,
2020,Sheffield,E08000019,Total,PM peak arrivals (16:00-18:59): Number of services,52.0,
2021,Birmingham,E08000025,Avanti West Coast,PM peak arrivals (16:00-18:59): Number of services,5.0,
2021,Birmingham,E08000025,Chiltern Railways ,PM peak arrivals (16:00-18:59): Number of services,6.0,
2021,Birmingham,E08000025,CrossCountry,PM peak arrivals (16:00-18:59): Number of services,30.0,
2021,Birmingham,E08000025,Transport for Wales,PM peak arrivals (16:00-18:59): Number of services,6.0,
2021,Birmingham,E08000025,West Midlands Trains,PM peak arrivals (16:00-18:59): Number of services,94.0,
2021,Birmingham,E08000025,Total,PM peak arrivals (16:00-18:59): Number of services,141.0,
2021,Brighton,E06000043,Govia Thameslink Railway (Southern),PM peak arrivals (16:00-18:59): Number of services,22.0,
2021,Brighton,E06000043,Govia Thameslink Railway (Thameslink),PM peak arrivals (16:00-18:59): Number of services,12.0,
2021,Brighton,E06000043,Total,PM peak arrivals (16:00-18:59): Number of services,34.0,
2021,Bristol,E06000023,CrossCountry,PM peak arrivals (16:00-18:59): Number of services,7.0,
2021,Bristol,E06000023,Great Western Railway,PM peak arrivals (16:00-18:59): Number of services,44.0,
2021,Bristol,E06000023,Total,PM peak arrivals (16:00-18:59): Number of services,51.0,
2021,Cambridge,E07000008,Cross Country,PM peak arrivals (16:00-18:59): Number of services,6.0,
2021,Cambridge,E07000008,Govia Thameslink Railway (Great Northern),PM peak arrivals (16:00-18:59): Number of services,16.0,
2021,Cambridge,E07000008,Govia Thameslink Railway (Thameslink),PM peak arrivals (16:00-18:59): Number of services,6.0,
2021,Cambridge,E07000008,Greater Anglia,PM peak arrivals (16:00-18:59): Number of services,17.0,
2021,Cambridge,E07000008,Total,PM peak arrivals (16:00-18:59): Number of services,45.0,
2021,Cardiff,W06000015,CrossCountry,PM peak arrivals (16:00-18:59): Number of services,3.0,
